Company,Cluster,Industry
27f=c10B105F5C8,2,Technology
9Cf07E%933194E8,15,Technology
991f*BdF9f9b32D,14,Technology
=b7bBb2b9fB9C87,5,Technology
40C9e7EE0b0-387,5,Technology
52924A-eE3294b3,2,Technology
c3df62&58c10209,32,Technology
79AB0890712@b1e,2,Technology
E0114140de3768+,14,Technology
94c-94763Bb01CB,6,Technology
131EDb08c9ed1$E,2,Technology
d99*E17C21fB2cf,5,Technology
D298603C569dA^F,2,Technology
aFaEAA0ADD5D=37,8,Technology
052CD910C9cb8_c,14,Technology
785590E0a&1B1d4,15,Technology
84410aCec$dB6bC,24,Technology
c10C#6C92765298,2,Technology
*63f4AB4F550c4D,8,Technology
7&f6638B39Add5C,5,Technology
69&caC8EE667104,9,Technology
2a%c1388384F1dC,5,Technology
%011698cf1cA8e6,2,Technology
6FaE702740f0@Cf,2,Technology
a3586+c4Ee0220B,2,Technology
150fE584891AF$d,2,Technology
CcEa%86C3AE5711,5,Technology
D&06f21B92168D1,12,Technology
F0a6D0a0cd9E9&c,14,Technology
92e95a3f9*5432f,7,Technology
#08E2295D34aBBc,3,Technology
a1BA12FD2fb74$4,9,Technology
864_dBf793205f4,5,Technology
2D4995466c8@914,5,Technology
f11-5EdD7C95647,2,Technology
0647$B7F14cA91e,8,Technology
e05%463b39554c0,34,Technology
BC18e5fd5Fa7d5#,31,Technology
6e^52D158DD10ce,18,Technology
2_9cc4CE18f6B7D,6,Technology
1a075+723B08621,6,Technology
ef^569099E09217,2,Technology
73e3230_Fe009f8,5,Technology
dF496cE7a9D1$47,2,Technology
718772c27_7350e,2,Technology
3B5+241FC2DfBc0,6,Technology
876846=6B08e034,9,Technology
1a103!c56390BAB,14,Technology
10Ac-CeeBb9E699,2,Technology
6183+3C4AC7f814,6,Technology
98B90e84B#64Cb2,31,Technology
7A2@a19f7c406d1,31,Technology
82CF_401db90F19,24,Technology
f_F0E5854109Ef1,2,Technology
B7aaf738D^0E920,18,Technology
B6633c489!261B2,40,Technology
0f158d7746-9dfD,12,Technology
2b337b&4D8209A8,6,Technology
Da^Ce8F89D6125d,28,Technology
CA6526Fe441%C68,2,Technology
Ea08F33aE_b296F,32,Technology
bd7966201!51B0f,5,Technology
53cB-584cbe0c2c,40,Technology
03F5256*B6E0a1c,2,Technology
54AAF336Ee$E65f,6,Technology
eA583c!4D0d8b22,7,Technology
4Eb7cB44Ed17$75,5,Technology
f6@6eF9C316367b,2,Technology
1d68C7DF1f_24c8,2,Technology
c723A1F*37c565f,24,Technology
35cB9b3ac7_339e,18,Technology
6b^490a9eA98744,8,Technology
25c2024^21552c1,15,Comsumer Cyclical
e41843%8f8eBb58,24,Comsumer Cyclical
9144b7C46aAb6C_,28,Comsumer Cyclical
8eb4575cfe186#A,2,Comsumer Cyclical
BE413C4e66^4cD0,6,Comsumer Cyclical
f7981A53*957D19,15,Comsumer Cyclical
&330b7270d4b1E6,25,Comsumer Cyclical
05d099c029E=450,10,Comsumer Cyclical
8106Fc=25807553,6,Comsumer Cyclical
2-04c308469198F,18,Comsumer Cyclical
!0C45995279f113,6,Comsumer Cyclical
F82f74!7b269B86,6,Comsumer Cyclical
Cfb2d79*5546e1A,32,Comsumer Cyclical
ad_3af56f377b5b,18,Comsumer Cyclical
Ab&28918E6cF62C,34,Comsumer Cyclical
C7bDb5D32fecb*B,28,Comsumer Cyclical
B33ED$3b4e24951,6,Comsumer Cyclical
+878280E2256916,34,Comsumer Cyclical
da19eA82B7F4F7_,6,Comsumer Cyclical
30CA82291359&07,18,Comsumer Cyclical
E0fcD9D!22b77Ff,3,Comsumer Cyclical
388-6D66a76B22d,6,Comsumer Cyclical
6Ca4DAdFBba^a11,34,Comsumer Cyclical
34de9793$7596Ba,12,Comsumer Cyclical
B17A560+76e3A45,6,Comsumer Cyclical
590a!181d26b016,6,Comsumer Cyclical
FfC#faB4074dd91,6,Comsumer Cyclical
74A80f272951A1$,14,Comsumer Cyclical
!C1ae484bb71cF0,32,Comsumer Cyclical
59cB7f*EEf61E22,18,Comsumer Cyclical
2d2245_9B1f217f,18,Comsumer Cyclical
6a14d8a_3F1D4Ad,6,Comsumer Cyclical
efB#4fBb8B264fc,3,Comsumer Cyclical
D811f60483739-d,34,Comsumer Cyclical
e9f24118@4eb66a,9,Comsumer Cyclical
1%bE3F00785b37c,6,Comsumer Cyclical
58a7B92!dC37F73,6,Comsumer Cyclical
84395e8b08Ac5#A,34,Comsumer Cyclical
70dDc19d17F907-,3,Comsumer Cyclical
+78f9E48B4b248f,6,Comsumer Cyclical
694572E95490D1_,18,Comsumer Cyclical
D9eBb66_Eee8E81,6,Comsumer Cyclical
fEE$50045969db1,34,Comsumer Cyclical
2b@026aE9d0797F,8,Comsumer Cyclical
B1&1d9EB61dDDD0,5,Comsumer Cyclical
19C4fb28452E1-3,24,Comsumer Cyclical
Fca2F3C3343&402,15,Comsumer Cyclical
94$e61e36d98465,12,Comsumer Cyclical
fb11E25086*de09,9,Comsumer Cyclical
e&50123ea12B6Dd,4,Comsumer Cyclical
E4C61*328D97230,32,Comsumer Cyclical
f49=003E4E84334,6,Comsumer Cyclical
5C35f0%7d736BcB,6,Comsumer Cyclical
3Cd5b0Ac38B2d*9,6,Comsumer Cyclical
6f+990c1250Cf13,7,Comsumer Cyclical
F0$3B82FF42d402,10,Comsumer Cyclical
96f26F7b8&a8953,7,Comsumer Cyclical
4Ba745fBb28677^,15,Comsumer Cyclical
5d0d403c52B&500,6,Comsumer Cyclical
2Ab=37242229AAb,32,Comsumer Cyclical
4D78a84=6208E0c,34,Comsumer Cyclical
6aC8ad&4E94949b,6,Comsumer Cyclical
0aEc539=c0f51BB,6,Comsumer Cyclical
ae834e%ac5aCfD7,8,Comsumer Cyclical
3025748&50c895d,3,Comsumer Cyclical
6ECC7a3E787A8-C,2,Comsumer Cyclical
2&65950a0DF0104,34,Comsumer Cyclical
1c*b48603779232,6,Comsumer Cyclical
87933#DbD14516F,6,Comsumer Cyclical
2967Ea2bC21c0-7,34,Comsumer Cyclical
741d89b5475e5-7,18,Comsumer Cyclical
3363191B9!0Cb66,34,Comsumer Cyclical
90bBC8c5d104A^B,6,Comsumer Cyclical
dFF+2201Bc1dF20,3,Comsumer Cyclical
1331f4dFF_2ceFe,18,Comsumer Cyclical
9b38A3D6BbA&274,6,Comsumer Cyclical
54cb11=606D7993,34,Comsumer Cyclical
C29b185&f2FA5C4,34,Comsumer Cyclical
7F14=3Df3639B91,3,Comsumer Cyclical
033ac#B5B72ba6F,18,Comsumer Cyclical
%cd588Cde526D16,15,Comsumer Cyclical
d76-914B151444B,6,Comsumer Cyclical
c43Abcb7537*C77,40,Comsumer Cyclical
eCb3d3E1fee=9fD,6,Comsumer Cyclical
99A354!Ccba4EeD,34,Comsumer Cyclical
%75543D77f104f9,6,Comsumer Cyclical
ae017B9bf74_8dE,31,Comsumer Cyclical
BfDeAB4=8B6909d,3,Comsumer Cyclical
036cf#F5D5437EC,2,Comsumer Cyclical
c5f51B8E*1eCC04,6,Comsumer Cyclical
e332+45fA6e9375,34,Comsumer Cyclical
50bE5A82B36&327,6,Comsumer Cyclical
d5B31+71f37FA3D,34,Comsumer Cyclical
26527c&42DEED6b,18,Comsumer Cyclical
AA^Df59bB60208F,6,Comsumer Cyclical
4d^CF59C1Bb6583,6,Comsumer Cyclical
a708F03af47A6^6,6,Comsumer Cyclical
a563a_12b0D3380,2,Comsumer Cyclical
BE0EdE4cD5cd9*F,9,Comsumer Cyclical
F6B4d77238d0Ab&,15,Comsumer Cyclical
B2C61CAEDE7*353,12,Comsumer Cyclical
9-7b318C2e1b641,15,Comsumer Cyclical
C4*868b79C7d26e,15,Comsumer Cyclical
C2bAaB3be#c0C7C,18,Comsumer Cyclical
d7B=a5255D41b64,2,Comsumer Cyclical
677694F7#5817E7,6,Comsumer Cyclical
d27B63!7851F217,6,Comsumer Cyclical
FEb8%E538ae89C6,12,Comsumer Cyclical
d1E06835c72E#DD,4,Comsumer Cyclical
16ebd094ebF963&,40,Comsumer Cyclical
7f259EEC8_62713,6,Comsumer Cyclical
da5+F4C4fC8c9cd,5,Comsumer Cyclical
-3ff981133a4Fb2,5,Comsumer Cyclical
b40E47b^5e77f98,12,Comsumer Cyclical
0E69Ab1888Ca8_3,6,Comsumer Cyclical
D1&d93989FbF056,18,Comsumer Cyclical
78@6791242d6EC0,24,Comsumer Cyclical
4b28D4a6B835D3_,6,Comsumer Cyclical
!9b2D8EeD5D55c5,6,Comsumer Cyclical
7cdca7F089%4A5d,28,Comsumer Cyclical
4a3B2ACbdacF3b+,6,Comsumer Cyclical
53f7B08Df7$89bF,24,Comsumer Cyclical
6B8d6#DaD87a699,15,Comsumer Cyclical
9b765Ba&5f53435,2,Comsumer Cyclical
04B8868312c2-90,7,Comsumer Cyclical
0bC25BDD5_4Cb06,3,Comsumer Cyclical
3339@c7A50b1A9D,34,Comsumer Cyclical
9c#5737Da7c6C28,7,Comsumer Cyclical
E254efe4F59b$88,34,Comsumer Cyclical
C55Ed730*C032Ad,25,Comsumer Cyclical
5&bB67Eb5C8E632,18,Comsumer Cyclical
f874198cd+6D865,15,Comsumer Cyclical
9B3!76c4428A5a9,12,Comsumer Cyclical
dF7f107fa_672B0,18,Comsumer Cyclical
42243e97&604d77,9,Comsumer Cyclical
a=348Fd50bA623F,28,Comsumer Cyclical
66fBf97C3B@6584,24,Comsumer Cyclical
9271Cb33-9cBb69,9,Comsumer Cyclical
=4ff1f9a0dEd616,31,Comsumer Cyclical
c=66D730bE8d259,34,Comsumer Cyclical
57&7147Ea43CcDd,24,Comsumer Cyclical
F89348Ad7_cdc4A,3,Comsumer Cyclical
488E24A66!36206,15,Comsumer Cyclical
9861d637188&15d,24,Comsumer Cyclical
3101DE3c0_d9667,12,Comsumer Cyclical
04E71Cb&11FdeE2,6,Comsumer Cyclical
0_Cb2081a94B437,24,Comsumer Cyclical
4939BC81E22^eAb,18,Comsumer Cyclical
96=501012ecb705,8,Comsumer Cyclical
41D9*66E0C2abC2,7,Comsumer Cyclical
120$FF61E6Dab08,24,Comsumer Cyclical
B%90D688B477d74,24,Comsumer Cyclical
08bd1e0DB$57e1d,32,Comsumer Cyclical
85063378^32822c,15,Comsumer Cyclical
2122a_c81a88Eb2,14,Comsumer Cyclical
Ecb@da4cA281172,32,Real Estate
A29601%Ee93bf2b,24,Real Estate
2%A3c326AB64A56,7,Real Estate
^8dF6CDaf764Dd3,32,Real Estate
Ac0^Ec648156206,6,Real Estate
1_3Bb36CA1ff8c0,31,Real Estate
-C87B3683aCb6D4,15,Real Estate
d88@244bc499B5b,7,Real Estate
474a884F46+9885,18,Real Estate
0e77Df3C3%f7D7B,7,Real Estate
941055F431F5*F6,6,Real Estate
a74bDb83c2784=4,3,Real Estate
9F4d8BB=235CcDF,7,Real Estate
2Ea2B259*a19937,3,Real Estate
047C170c1+039a5,25,Real Estate
3CF3*28A9654DDc,32,Real Estate
36EFAD6b^D1103C,34,Real Estate
8dAe-c59cdcd470,7,Real Estate
C71bf9896@80Cc9,7,Real Estate
827F312fEb+78fF,31,Real Estate
346ca_13fbD6578,3,Real Estate
7Cf2+22C332989D,2,Real Estate
FB4d+8B0a9982dF,4,Real Estate
0+8498d91650f0C,6,Real Estate
eae2E0945+1Ac05,24,Real Estate
8916E&a5e74E645,3,Real Estate
3FeC5E94e771e@6,12,Real Estate
d49c7923639d8+0,3,Real Estate
A39DA7152c+9062,7,Real Estate
da@831702aB5e8E,34,Real Estate
281F#a140814625,34,Real Estate
70fA21d+fdaDB34,24,Real Estate
0b816e569699D*2,9,Real Estate
+aD8c5a9A13FD2c,34,Real Estate
237429974C17_C5,9,Real Estate
A&c5bd7CD916941,6,Real Estate
E52907a75A68D_3,3,Real Estate
dD8524*C337c3dc,7,Real Estate
7@dcb1D789E0185,3,Real Estate
C8314C0EE8eb7e*,34,Real Estate
CF90AEE918+53a3,28,Real Estate
d1!aA83D0E8951B,7,Real Estate
Bc408!9Fa179C87,34,Real Estate
B733Fba8E86AA$c,32,Real Estate
8898eCc8e561@04,7,Real Estate
9f9CE!3Cd20EE56,34,Real Estate
17A1db9656B@b67,31,Real Estate
6c&9186489eE191,34,Real Estate
3b1e8632-302fa4,18,Real Estate
f0f74DC2d0*e394,2,Real Estate
Ec=63d6368231AE,7,Real Estate
1027-6f6B48B0dd,6,Real Estate
$8205cF275C37EB,31,Real Estate
657#cEaf5918CC7,7,Real Estate
9704961+c3C7aE7,2,Real Estate
B3$86C518167Ef8,5,Real Estate
Ad=2e222E269627,18,Real Estate
1BBa54&848Fc0Ee,32,Real Estate
E7-4c4e19999973,24,Real Estate
9a@936f13a0fbc7,24,Real Estate
48%69B58557E74d,15,Healthcare
ba*e3AA504E4313,15,Healthcare
2EAF56F6E2a1d%4,15,Healthcare
Fdb3E59a&31763c,28,Healthcare
41f64FFFC+A7ac9,15,Healthcare
4a43De5a-C9D9F4,15,Healthcare
616dEF8D+8f683f,15,Healthcare
1D044DEb3a83DE-,15,Healthcare
D463+11309573E6,15,Healthcare
e2B9CAAe510$7fc,15,Healthcare
b29b993a4fbF#5F,15,Healthcare
AC*426f146Aa6D8,5,Healthcare
6F8d149936_7655,15,Healthcare
378CB+9351DAc6E,15,Healthcare
8012_D7457Aeb5D,6,Healthcare
29548A3d1&81139,15,Healthcare
66Fe27e0$D64806,15,Healthcare
%2e66a13ed29E6F,5,Healthcare
059712B&876F2DB,6,Healthcare
4D8DCFfBb31_5ab,15,Healthcare
92C2+C926FaaB80,15,Healthcare
b3db5C51=4ec2Fb,15,Healthcare
9a$ec3c339696ce,25,Healthcare
!0a18F93476d2F2,3,Healthcare
a8D256e918eF0-5,15,Healthcare
4490303f8!617FF,6,Healthcare
48^EbA2dDd80EBD,6,Healthcare
a17B87012Ea62-8,14,Healthcare
32bCE4C7+3889c6,15,Healthcare
E7132D0&159591D,6,Healthcare
8EE13@a9Ec0b79c,28,Healthcare
5006bb!9473d4D3,24,Healthcare
2%cC7D47CfC07ca,6,Healthcare
3A78d9afe3d*22b,15,Healthcare
74202d6Ac82EE9$,10,Healthcare
B45cE08C3E2e-aF,15,Healthcare
a60f74Dba5D6$37,15,Healthcare
29d9200f645C1*3,2,Healthcare
bB9fd#27Cc161cF,15,Healthcare
2C8d0a=A14Da5b6,15,Healthcare
2$2B02441C85C1d,28,Healthcare
747690Fe89^51d1,15,Healthcare
33302eAd3fB5A2@,15,Healthcare
C79ddE44A2F&Ca1,15,Healthcare
e5E61C82*dfbC0d,15,Healthcare
2_9cc4CE18f6B7D,6,Healthcare
C3d@ab5b1de797f,18,Healthcare
!3c8e59cd1018A6,3,Healthcare
8ae9E657351dfD@,15,Healthcare
8b3d880DEC4$DD7,31,Healthcare
08d53d3C$028F0c,2,Healthcare
d=b7C62e346dd4E,15,Healthcare
f9&500D4Dcf4237,15,Healthcare
4&FBe090bfB4C5d,15,Healthcare
6B53466C44DB$92,15,Healthcare
31289E*B5f934F7,15,Healthcare
3@a67Be457b3383,15,Healthcare
BB4b067af168@39,15,Healthcare
B94a7a101C31+8b,15,Healthcare
@60Ec93C58377a6,9,Healthcare
20414fe9a0C15+6,40,Healthcare
62d23bd^ad3F87D,15,Healthcare
Ba=CD2361d744A1,15,Healthcare
c5E72c&e7CFBfA9,15,Healthcare
319f501CCD9368*,15,Healthcare
Fef80+b6d25bb62,6,Healthcare
615d64ecDCC4a+4,15,Healthcare
786e9a9c^03627f,25,Healthcare
4daa7d5219D&c13,32,Healthcare
7b50B!78745064E,28,Healthcare
48=089650d23dDA,15,Healthcare
7adAE_004C1Ff55,34,Healthcare
fD3!9475a2323fE,5,Healthcare
f632bD6c358A6F-,15,Healthcare
57ED4F!1b5f7Ea5,3,Healthcare
1777d7F0744-B72,15,Healthcare
995Cb23^9c23585,15,Healthcare
aFb$aa376B94Aa3,15,Healthcare
ADe7*654e5B13AF,15,Healthcare
3%23d758C881320,15,Healthcare
3cC9d=1BAdA61B3,7,Healthcare
F0C98D26F9$22fc,40,Healthcare
809b74e19F9$6F6,15,Healthcare
028d1e91+D3e6CA,15,Healthcare
bEa5F5Fb371a$16,15,Healthcare
0AA2426!3568d2a,28,Healthcare
6%67b28D1517257,10,Healthcare
8f%7F78c268B22D,15,Healthcare
94EBF0a942e0%05,15,Healthcare
Da233b@D16D4fd3,2,Healthcare
81#B39405FafF84,7,Healthcare
85f4=75CbA439D1,15,Healthcare
813aFa&43e83651,15,Healthcare
@AB4096a2752626,15,Healthcare
2-3bECf276Fe759,15,Healthcare
d462^2cC0826FFf,31,Healthcare
227F1E263922^27,15,Healthcare
57A1B571E78676_,3,Healthcare
50A6d33E2f79&6d,15,Healthcare
F94f8a3bE155%D9,15,Healthcare
215e9790B3516+2,15,Healthcare
c3259b&6A675003,9,Healthcare
68&993D3E0e8CFA,15,Healthcare
a44a896=B9337EE,2,Healthcare
3CF+eE9DC68b4d7,15,Healthcare
1#A4439Fd4e0698,15,Healthcare
dca39CbD-4E67eb,25,Healthcare
84+eC3073934c21,15,Healthcare
c4CDb4A147B4*B0,24,Healthcare
79E650951647_4c,15,Healthcare
31E1$9EbadB6905,14,Healthcare
0017450C$a65Cad,15,Healthcare
9DdBe#17E95cB08,15,Healthcare
Ca1fA68365405+b,4,Healthcare
!07F976049C0a4D,15,Healthcare
Cbc51_4060F7A09,6,Healthcare
30ba0B9_39830fB,15,Healthcare
d^8583bFd065C87,7,Healthcare
0275dB6f^4aE420,15,Healthcare
6AA05D27%624bF0,3,Healthcare
4980AF475402@04,15,Healthcare
38Ef80561A3*55D,2,Healthcare
C8dC578f8A8#B42,15,Healthcare
Ba82031AF654A_c,18,Healthcare
Df6c19B2a887@1F,28,Healthcare
BC046A8d8A472*c,15,Healthcare
60a98@e0484B900,24,Healthcare
CCd5062c6C+3A07,15,Healthcare
1cE122634aE83A%,15,Healthcare
Dc70%A3E606e80a,34,Healthcare
+559822F99372b8,15,Healthcare
5d2eDD020b9&21D,15,Healthcare
9f80d26A0631=C0,15,Healthcare
-c61FEcf36a03e7,15,Healthcare
79*4F80BA880910,5,Healthcare
67953A09C_eFF3a,15,Healthcare
F626873361a5+52,15,Healthcare
C072faaA62985_8,15,Healthcare
!b4f5D2D6881325,2,Healthcare
5B^3453881D1946,15,Healthcare
Ec8ef_3280881C8,15,Healthcare
482ee6779360%56,31,Healthcare
$aB6a2CE5f9FF18,7,Healthcare
@EAA8bE65742176,8,Communication Services
Fa16141FCe5CdE*,40,Communication Services
483F5458b25471@,4,Communication Services
e6+A54b85247a7F,2,Communication Services
e41843%8f8eBb58,24,Communication Services
f6438BE9=940adb,4,Communication Services
a70+56D0cD4de23,2,Communication Services
1a075+723B08621,6,Communication Services
25b6D7F9@Fb2B4C,5,Communication Services
491f67460d14e5=,5,Communication Services
097b5B24Cde^22B,4,Communication Services
36Bd8e6_6E14D47,6,Communication Services
3Bb455560cb3@38,24,Communication Services
0Fb719ED5B4@A52,6,Communication Services
F1e716-fC301141,6,Communication Services
^C9ea357874FB39,2,Communication Services
F3^3642A5739C1D,2,Communication Services
7AC9f62=90Ba715,6,Communication Services
9555848+5124A3f,24,Communication Services
69CF6939a4db&4a,31,Communication Services
-bc69a37c285E48,24,Communication Services
D58047D7!46EDfd,24,Communication Services
4E6b@B933540566,6,Communication Services
E-3F37CcE46C955,40,Communication Services
aDB6CC8*FB2724c,6,Communication Services
3944d140_5B0740,2,Communication Services
A33@672a498A71c,24,Communication Services
f63aD0038aA9D1%,2,Communication Services
3A505F481B464-1,24,Communication Services
5d2E932c26B8Be@,7,Communication Services
-4b87db5C6C6F15,7,Communication Services
5A75B6d87B95b2-,2,Communication Services
8c1804B74B5E*F5,24,Communication Services
11a101cc&563d9f,2,Communication Services
0427+188D223b9C,25,Communication Services
8998Aa!41b0bD1C,24,Communication Services
8$D400bFf1d88B4,6,Communication Services
2-c0331b6CFB59D,24,Communication Services
d450d15=8DC807a,8,Communication Services
6B562901a581$B0,10,Communication Services
B6633c489!261B2,40,Communication Services
B$9BDbbC215921B,3,Communication Services
912791cF44b&CC6,7,Communication Services
11A4=b0e2a9150F,6,Communication Services
9F1627d5A6f_313,24,Communication Services
79Ba63a*12709E5,25,Communication Services
=6676C11da2d079,24,Communication Services
54AAF336Ee$E65f,6,Communication Services
137ee09bEC7&5b3,6,Communication Services
DDA27C63a561&74,8,Communication Services
03F5256*B6E0a1c,2,Communication Services
8#B6bdF71980fa8,4,Communication Services
CF-E487ce589182,4,Communication Services
09F2cc5e3&F6951,24,Communication Services
587Ddf69cA%A708,7,Communication Services
f9e726E832D@F7B,12,Communication Services
7#00Bbe4e804e42,12,Communication Services
CC035A241*2905a,3,Communication Services
1B8C24+12373D47,24,Communication Services
!D5a85C10f6e370,24,Communication Services
069AaBCc-E0F134,2,Communication Services
817BA580*b20DE1,8,Communication Services
B81856143=2483f,24,Communication Services
88b669b1855&2DE,28,Communication Services
34039dA^31f4B38,6,Communication Services
D8^D2E23D032286,2,Communication Services
F227888B1_cD7Bf,6,Communication Services
f471&59D7921C62,2,Communication Services
735D7Df3704A-70,6,Communication Services
21BEe7659811!7B,4,Communication Services
FBF7d47C23@4268,28,Communication Services
2_9138CCC4A4bF5,6,Communication Services
5a47f_24F54b3AD,24,Communication Services
6#F37872E7bf040,7,Communication Services
dE2c286b0e577f+,3,Communication Services
665400F4456&9E9,24,Communication Services
779^4ca9C53A620,34,Communication Services
47A5c6&899E7a00,31,Communication Services
33%37f48e46E7b9,4,Communication Services
B_25CE3C9aa30c4,2,Communication Services
D91B8b8810BF8^F,3,Communication Services
28&06caFF11EAa3,24,Communication Services
308525C9Ff9Cf@c,4,Communication Services
66fBf97C3B@6584,24,Communication Services
#c0a80E35dAfacF,4,Communication Services
44e%9d34DdFca1A,24,Communication Services
3e451c85_f71d69,8,Communication Services
674EEF0f66F3&42,31,Communication Services
1C696e=E2097b53,18,Communication Services
cCa0D8F^B7031C6,24,Communication Services
0eE1E2675413c$C,24,Communication Services
De9068fA7f21&8d,31,Communication Services
1$8fF51Ae5138D4,8,Communication Services
4F30B659e3!9FDd,24,Communication Services
357-46E4Fb3C0ba,28,Communication Services
B4B2b14d87B&7f3,9,Industrials
02C5f130E_18891,15,Industrials
ae221459#7236ec,28,Industrials
E0D19A41a3^712A,2,Industrials
27f91e378c8089^,7,Industrials
d93E!feE2382aB2,2,Industrials
37=9Bc6C4b8b7B0,15,Industrials
C162532Aa94c4%6,32,Industrials
7654A76A9%92A21,3,Industrials
8c25778D21E10^7,2,Industrials
E347&2E0b9BBB00,3,Industrials
32d51b6A911e6_4,2,Industrials
F0^328b9d114642,25,Industrials
9b6+8DB319dc103,9,Industrials
5211#50a43f377F,8,Industrials
CdB945dc+7F6E30,7,Industrials
4e&DC34d14D468B,15,Industrials
9%52e942C40C556,32,Industrials
2851eb3*6218d63,32,Industrials
1c0cfA0e946_1dD,32,Industrials
2aBa956e+bc2D25,2,Industrials
40B8$4C2C3f91eB,15,Industrials
d8248037Bd76+54,6,Industrials
15AA5=3ab58aCbe,28,Industrials
6e7Be1&a346A729,24,Industrials
dCe15B-816c728d,6,Industrials
038AE&6c8525406,28,Industrials
2eE7d9%6eE1Ba96,2,Industrials
D03bc0aB57D28A%,2,Industrials
64da53318891B=6,6,Industrials
46Fa2b3b4_353AE,32,Industrials
23^3Fea67B5aCc5,6,Industrials
6aE1be5_40BB8c4,8,Industrials
6E0A5b!D0Fe68ae,14,Industrials
694572E95490D1_,18,Industrials
23-A02dAe18B44A,24,Industrials
2b83%94500a2e09,10,Industrials
DAa09fD8f702Ea_,5,Industrials
6A4#b14FFE0613c,32,Industrials
BD*D40c3234fE81,3,Industrials
c1f78E07*368fA8,6,Industrials
Bf6ce_7c48F27A3,6,Industrials
6754A_26C668509,6,Industrials
bEe0EACcb+FBddF,7,Industrials
d000A9F8^847c27,32,Industrials
B2+E6845d3B35AE,6,Industrials
87#13FC933142E1,6,Industrials
6C530a1e@1b9A01,32,Industrials
05@B715ABC6729a,7,Industrials
b720eA3=54eE617,9,Industrials
36d0e8f29!f26F4,6,Industrials
e3c40d%e5EADb50,3,Industrials
2582Bd179994%C7,6,Industrials
!fF906EC6fb1e57,6,Industrials
Af2e309f0*c48Cd,6,Industrials
192A454efFf2@D8,2,Industrials
82F558F9%5111D1,6,Industrials
D7FdE2d9F#27081,7,Industrials
0271F02cCA21%Ea,6,Industrials
182d9430279F4*c,6,Industrials
0FD1A4C388A*2aC,6,Industrials
3434F30411e9c@8,2,Industrials
de&3277f44810A6,32,Industrials
0484fD2d6C0&71e,9,Industrials
6183+3C4AC7f814,6,Industrials
B0585f34*C250b8,32,Industrials
3c^5B90B08ce388,31,Industrials
AC02D03F5E3B35_,6,Industrials
B3dc9@f137789eA,2,Industrials
88c35386_181313,6,Industrials
435b4d04$b74Ecc,7,Industrials
5CFbA16cf&c686E,9,Industrials
6=6D63e0fa9fb96,2,Industrials
89e-321AAF9e8CC,6,Industrials
20b=b258170E9Cb,6,Industrials
A#3c475513DF4AD,2,Industrials
5B^3453881D1946,15,Industrials
309837a!452F303,6,Industrials
03B4+98dE729A1a,32,Industrials
A7Ef7eD06e@E383,6,Industrials
1aeeA@362105476,6,Industrials
1D88C93DB$B8fB4,32,Industrials
d=CCFfAc59DC6C1,32,Industrials
F4D6bC2&CB5E662,4,Industrials
7eD6049DDA2!9CC,25,Industrials
8#f80bbE0879EaB,25,Industrials
a6381b93=aA0116,6,Industrials
8Ba02C7&df8798E,25,Industrials
40cC2d52_1FfC21,8,Industrials
0188A806448_Df5,32,Industrials
C3*2FDf61E14F88,6,Industrials
23e0A928%80C7d6,3,Industrials
233F380aA#17494,6,Industrials
7C9ac755921^144,31,Industrials
4&805e3Ef1Bb9EC,5,Industrials
=891b1b9e63a423,6,Industrials
9Dcb6d6^f475f82,7,Industrials
15D5e82=04D73A3,6,Industrials
+A1d80B87Cd13Cb,3,Industrials
832039d5^5a027E,32,Industrials
4df902AAb0&3037,32,Industrials
9EF7909bBED0B@4,6,Industrials
5979c77E3A0!936,6,Industrials
-684c6c8074b1cF,12,Industrials
af56be165@9f99E,7,Industrials
4fbd#9982C60F5E,7,Industrials
5E*8aaacdB9458d,5,Industrials
b8+9baee3878181,32,Industrials
339d0f9a8F475-1,25,Industrials
&911C7C18BdEa90,2,Industrials
5!2a80212319557,6,Industrials
27cdBcCdd=111A7,6,Industrials
55178113dA7@B94,6,Industrials
f4b-0178B976f49,2,Industrials
0B96e8b2#eA6635,7,Industrials
390419b423D496_,3,Industrials
576@cb5632f05ff,2,Industrials
8c=45112cb60313,5,Industrials
F5A4303EbDf408&,18,Industrials
53^3A6e55Dc39b7,3,Industrials
%2B1BE9df7B5D20,6,Industrials
d102DB067B9$3c9,7,Industrials
a6&8984FC38c943,9,Industrials
0b582626966590_,9,Industrials
5D1C856A33AAe@2,3,Industrials
47b2DfA=3824e2E,18,Industrials
=5C35DcB2d26954,6,Industrials
131ED851dbFb5^F,5,Industrials
6#B452966557894,9,Industrials
617c992608476+8,15,Industrials
F57F8$5b4977a24,6,Industrials
C2C0B4e436!0d0e,6,Industrials
bC0-6DBB3855624,6,Industrials
AADca33482B7@15,32,Industrials
84$b5a3A9dF3b30,4,Industrials
#604165c4b1eb92,3,Industrials
Ac2926-ce4ee9e0,28,Industrials
3e!Aff3646DdF19,7,Industrials
69E51e!13900BF9,6,Industrials
ffb8&be167e63EB,2,Industrials
dafc07c953b&33F,25,Industrials
B30031_21F2b9f9,32,Industrials
8F6DC_f8D92D345,34,Industrials
8CBb^701beE74Ab,6,Industrials
^Fe4E41A35884B3,32,Industrials
30B7d1C047d2#c5,7,Industrials
8Ff283557364BA^,9,Industrials
8228Cb548D9af_1,18,Industrials
9b8228123416&11,5,Industrials
